po_number,date,medicine_id,medicine_name,quantity_ordered,unit_cost_inr,total_cost_inr,supplier_id,status
PO1018,2024-06-01,74,Calcium + D3,2695,4.0,10780.0,3,DELIVERED
PO1018,2024-06-01,47,Pantoprazole 40mg,2100,5.0,10500.0,3,DELIVERED
PO1019,2024-06-08,6,Insulin Glargine,49,450.0,22050.0,2,DELIVERED
PO1019,2024-06-08,23,Amoxicillin 500mg,3640,4.0,14560.0,3,DELIVERED
PO1019,2024-06-08,34,Clindamycin 300mg,735,22.0,16170.0,1,DELIVERED
PO1019,2024-06-08,52,Loperamide 2mg,1680,3.0,5040.0,3,DELIVERED
PO1019,2024-06-08,74,Calcium + D3,1925,4.0,7700.0,5,DELIVERED
PO1019,2024-06-08,36,Paracetamol 500mg,4200,0.5,2100.0,2,DELIVERED
PO1019,2024-06-08,68,Ipratropium Inhaler,98,180.0,17640.0,1,DELIVERED
PO1019,2024-06-08,100,Sertraline 50mg,896,10.0,8960.0,3,DELIVERED
PO1019,2024-06-08,37,Paracetamol 650mg,5600,0.8,4480.0,4,DELIVERED
PO1019,2024-06-08,92,Chloramphenicol Ear Drops,280,30.0,8400.0,2,DELIVERED
PO1019,2024-06-08,94,Timolol Eye Drops,196,55.0,10780.0,5,DELIVERED
PO1019,2024-06-08,14,Losartan 50mg,1470,5.0,7350.0,1,DELIVERED
PO1019,2024-06-08,22,Cilnidipine 10mg,770,12.0,9240.0,1,DELIVERED
PO1019,2024-06-08,28,Metronidazole 400mg,2450,3.0,7350.0,5,DELIVERED
PO1019,2024-06-08,18,Ramipril 5mg,980,7.0,6860.0,2,DELIVERED
PO1019,2024-06-08,17,Metoprolol 50mg,1568,4.5,7056.0,1,DELIVERED
PO1019,2024-06-08,24,Azithromycin 500mg,1960,25.0,49000.0,1,DELIVERED
PO1019,2024-06-08,30,Ofloxacin 200mg,1792,6.0,10752.0,5,DELIVERED
PO1019,2024-06-08,5,Insulin Human 40IU,70,85.0,5950.0,4,DELIVERED
PO1019,2024-06-08,72,Vitamin C 500mg,1400,2.0,2800.0,3,DELIVERED
PO1020,2024-06-15,80,B12 Methylcobalamin,980,8.0,7840.0,5,DELIVERED
PO1020,2024-06-15,30,Ofloxacin 200mg,896,6.0,5376.0,2,DELIVERED
PO1020,2024-06-15,10,Gliclazide 80mg,1372,5.0,6860.0,3,DELIVERED
PO1020,2024-06-15,58,Zinc Dispersible 20mg,2450,2.0,4900.0,2,DELIVERED
PO1020,2024-06-15,70,Bromhexine 8mg,1960,3.0,5880.0,1,DELIVERED
PO1020,2024-06-15,39,Diclofenac 50mg,1260,2.5,3150.0,2,DELIVERED
PO1020,2024-06-15,35,Nitrofurantoin 100mg,770,8.0,6160.0,4,DELIVERED
PO1020,2024-06-15,92,Chloramphenicol Ear Drops,140,30.0,4200.0,3,DELIVERED
PO1020,2024-06-15,77,Multivitamin,2240,3.0,6720.0,3,DELIVERED
PO1020,2024-06-15,72,Vitamin C 500mg,2450,2.0,4900.0,2,DELIVERED
PO1020,2024-06-15,99,Clonazepam 0.5mg,504,6.0,3024.0,3,DELIVERED
PO1021,2024-06-22,40,Aceclofenac 100mg,840,5.0,4200.0,1,DELIVERED
PO1021,2024-06-22,4,Glimepiride 2mg,1400,4.0,5600.0,1,DELIVERED
PO1021,2024-06-22,57,Lactulose Syrup,280,85.0,23800.0,2,DELIVERED
PO1021,2024-06-22,63,Levocetirizine 5mg,2352,3.0,7056.0,2,DELIVERED
PO1021,2024-06-22,2,Metformin 850mg,2240,2.0,4480.0,3,DELIVERED
PO1021,2024-06-22,42,Tramadol 50mg,420,8.0,3360.0,2,DELIVERED
PO1021,2024-06-22,30,Ofloxacin 200mg,1792,6.0,10752.0,3,DELIVERED
PO1021,2024-06-22,46,Omeprazole 20mg,3430,3.0,10290.0,4,DELIVERED
PO1021,2024-06-22,84,Permethrin Lotion,336,60.0,20160.0,5,DELIVERED
PO1021,2024-06-22,65,Dextromethorphan Syrup,280,45.0,12600.0,3,DELIVERED
PO1021,2024-06-22,67,Theophylline 300mg,1232,5.0,6160.0,4,DELIVERED
PO1021,2024-06-22,17,Metoprolol 50mg,1344,4.5,6048.0,2,DELIVERED
PO1021,2024-06-22,27,Doxycycline 100mg,1862,5.0,9310.0,1,DELIVERED
PO1021,2024-06-22,34,Clindamycin 300mg,630,22.0,13860.0,4,DELIVERED
PO1021,2024-06-22,71,Vitamin B Complex,2730,1.5,4095.0,1,DELIVERED
PO1022,2024-07-01,31,Cephalexin 500mg,1225,10.0,12250.0,2,DELIVERED
PO1022,2024-07-01,28,Metronidazole 400mg,1750,3.0,5250.0,1,DELIVERED
PO1022,2024-07-01,96,Alprazolam 0.5mg,420,5.0,2100.0,5,DELIVERED
PO1022,2024-07-01,5,Insulin Human 40IU,56,85.0,4760.0,4,DELIVERED
PO1022,2024-07-01,58,Zinc Dispersible 20mg,1400,2.0,2800.0,1,DELIVERED
PO1022,2024-07-01,99,Clonazepam 0.5mg,672,6.0,4032.0,3,DELIVERED
PO1022,2024-07-01,3,Glimepiride 1mg,1470,3.5,5145.0,2,DELIVERED
PO1022,2024-07-01,49,Domperidone 10mg,1120,2.5,2800.0,5,DELIVERED
PO1022,2024-07-01,53,Dicyclomine 20mg,980,4.0,3920.0,4,DELIVERED
PO1022,2024-07-01,54,Sucralfate 1g,700,6.0,4200.0,1,DELIVERED
PO1022,2024-07-01,88,Ketoconazole Shampoo,140,120.0,16800.0,3,DELIVERED
PO1022,2024-07-01,64,Chlorpheniramine 4mg,1120,1.0,1120.0,2,DELIVERED
PO1022,2024-07-01,8,Pioglitazone 15mg,980,8.0,7840.0,4,DELIVERED
PO1022,2024-07-01,83,Betamethasone Cream,672,40.0,26880.0,1,DELIVERED
PO1022,2024-07-01,85,Mupirocin Ointment,392,75.0,29400.0,1,DELIVERED
PO1023,2024-07-08,63,Levocetirizine 5mg,1764,3.0,5292.0,3,DELIVERED
PO1023,2024-07-08,74,Calcium + D3,3080,4.0,12320.0,2,DELIVERED
PO1023,2024-07-08,81,Fluconazole 150mg,336,15.0,5040.0,4,DELIVERED
PO1023,2024-07-08,84,Permethrin Lotion,210,60.0,12600.0,1,DELIVERED
PO1023,2024-07-08,28,Metronidazole 400mg,2450,3.0,7350.0,2,DELIVERED
PO1023,2024-07-08,4,Glimepiride 2mg,1050,4.0,4200.0,4,DELIVERED
PO1023,2024-07-08,54,Sucralfate 1g,840,6.0,5040.0,2,DELIVERED
PO1023,2024-07-08,13,Enalapril 5mg,1470,4.0,5880.0,4,DELIVERED
PO1023,2024-07-08,69,Fluticasone Nasal Spray,168,150.0,25200.0,3,DELIVERED
PO1023,2024-07-08,75,Iron + Folic Acid,3675,2.0,7350.0,2,DELIVERED
PO1023,2024-07-08,18,Ramipril 5mg,980,7.0,6860.0,3,DELIVERED
PO1023,2024-07-08,7,Sitagliptin 100mg,630,25.0,15750.0,1,DELIVERED
PO1023,2024-07-08,2,Metformin 850mg,1960,2.0,3920.0,3,DELIVERED
PO1024,2024-07-15,74,Calcium + D3,1925,4.0,7700.0,1,DELIVERED
PO1024,2024-07-15,85,Mupirocin Ointment,392,75.0,29400.0,2,DELIVERED
PO1024,2024-07-15,78,Vitamin E 400IU,616,5.0,3080.0,5,DELIVERED
PO1024,2024-07-15,4,Glimepiride 2mg,1050,4.0,4200.0,4,DELIVERED
PO1024,2024-07-15,43,Aspirin 75mg,3080,1.0,3080.0,5,DELIVERED
PO1024,2024-07-15,92,Chloramphenicol Ear Drops,140,30.0,4200.0,2,DELIVERED
PO1024,2024-07-15,29,Levofloxacin 500mg,1176,18.0,21168.0,3,DELIVERED
PO1024,2024-07-15,50,Ondansetron 4mg,700,8.0,5600.0,5,DELIVERED
PO1024,2024-07-15,57,Lactulose Syrup,140,85.0,11900.0,5,DELIVERED
PO1024,2024-07-15,80,B12 Methylcobalamin,1568,8.0,12544.0,4,DELIVERED
PO1024,2024-07-15,82,Clotrimazole Cream,560,35.0,19600.0,3,DELIVERED
PO1024,2024-07-15,16,Atenolol 50mg,2016,3.0,6048.0,3,DELIVERED
PO1025,2024-07-22,42,Tramadol 50mg,630,8.0,5040.0,1,DELIVERED
PO1025,2024-07-22,91,Artificial Tears,336,50.0,16800.0,3,DELIVERED
PO1025,2024-07-22,58,Zinc Dispersible 20mg,2450,2.0,4900.0,4,DELIVERED
PO1025,2024-07-22,96,Alprazolam 0.5mg,630,5.0,3150.0,1,DELIVERED
PO1025,2024-07-22,90,Tobramycin Eye Drops,280,45.0,12600.0,2,DELIVERED
PO1025,2024-07-22,93,Ofloxacin Ear Drops,140,40.0,5600.0,1,DELIVERED
PO1025,2024-07-22,69,Fluticasone Nasal Spray,147,150.0,22050.0,4,DELIVERED
PO1025,2024-07-22,100,Sertraline 50mg,672,10.0,6720.0,5,DELIVERED
PO1025,2024-07-22,11,Amlodipine 5mg,3080,2.5,7700.0,2,DELIVERED
PO1025,2024-07-22,94,Timolol Eye Drops,112,55.0,6160.0,1,DELIVERED
PO1025,2024-07-22,34,Clindamycin 300mg,420,22.0,9240.0,2,DELIVERED
PO1025,2024-07-22,38,Ibuprofen 400mg,2520,2.0,5040.0,1,DELIVERED
PO1025,2024-07-22,24,Azithromycin 500mg,1470,25.0,36750.0,1,DELIVERED
PO1025,2024-07-22,5,Insulin Human 40IU,84,85.0,7140.0,5,DELIVERED
PO1025,2024-07-22,41,Nimesulide 100mg,980,3.0,2940.0,4,DELIVERED
PO1025,2024-07-22,8,Pioglitazone 15mg,980,8.0,7840.0,1,DELIVERED
PO1026,2024-08-01,10,Gliclazide 80mg,1568,5.0,7840.0,2,DELIVERED
PO1026,2024-08-01,33,Co-trimoxazole DS,1680,4.0,6720.0,5,DELIVERED
PO1026,2024-08-01,35,Nitrofurantoin 100mg,1078,8.0,8624.0,3,DELIVERED
PO1026,2024-08-01,56,Esomeprazole 40mg,980,10.0,9800.0,3,DELIVERED
PO1026,2024-08-01,46,Omeprazole 20mg,3430,3.0,10290.0,1,DELIVERED
PO1026,2024-08-01,40,Aceclofenac 100mg,1260,5.0,6300.0,5,DELIVERED
PO1026,2024-08-01,67,Theophylline 300mg,1232,5.0,6160.0,5,DELIVERED
PO1026,2024-08-01,1,Metformin 500mg,2800,1.5,4200.0,3,DELIVERED
PO1026,2024-08-01,7,Sitagliptin 100mg,735,25.0,18375.0,4,DELIVERED
PO1026,2024-08-01,2,Metformin 850mg,1400,2.0,2800.0,3,DELIVERED
PO1026,2024-08-01,6,Insulin Glargine,49,450.0,22050.0,4,DELIVERED
PO1026,2024-08-01,38,Ibuprofen 400mg,1680,2.0,3360.0,1,DELIVERED
PO1026,2024-08-01,5,Insulin Human 40IU,70,85.0,5950.0,5,DELIVERED
PO1026,2024-08-01,3,Glimepiride 1mg,980,3.5,3430.0,4,DELIVERED
PO1026,2024-08-01,92,Chloramphenicol Ear Drops,280,30.0,8400.0,3,DELIVERED
PO1026,2024-08-01,53,Dicyclomine 20mg,784,4.0,3136.0,1,DELIVERED
PO1026,2024-08-01,80,B12 Methylcobalamin,1568,8.0,12544.0,1,DELIVERED
PO1026,2024-08-01,60,Budesonide Inhaler,70,250.0,17500.0,1,DELIVERED
PO1026,2024-08-01,50,Ondansetron 4mg,1225,8.0,9800.0,3,DELIVERED
PO1027,2024-08-08,88,Ketoconazole Shampoo,140,120.0,16800.0,1,DELIVERED
PO1027,2024-08-08,85,Mupirocin Ointment,336,75.0,25200.0,1,DELIVERED
PO1027,2024-08-08,48,Ranitidine 150mg,2205,2.0,4410.0,1,DELIVERED
PO1027,2024-08-08,8,Pioglitazone 15mg,980,8.0,7840.0,3,DELIVERED
PO1027,2024-08-08,72,Vitamin C 500mg,1400,2.0,2800.0,4,DELIVERED
PO1027,2024-08-08,87,Silver Sulfadiazine,210,55.0,11550.0,4,DELIVERED
PO1027,2024-08-08,16,Atenolol 50mg,2352,3.0,7056.0,4,DELIVERED
PO1027,2024-08-08,73,Vitamin D3 60000IU,525,30.0,15750.0,1,DELIVERED
PO1027,2024-08-08,43,Aspirin 75mg,1540,1.0,1540.0,2,DELIVERED
PO1027,2024-08-08,78,Vitamin E 400IU,770,5.0,3850.0,2,DELIVERED
PO1027,2024-08-08,3,Glimepiride 1mg,980,3.5,3430.0,5,DELIVERED
PO1027,2024-08-08,40,Aceclofenac 100mg,1470,5.0,7350.0,4,DELIVERED
PO1028,2024-08-15,8,Pioglitazone 15mg,1120,8.0,8960.0,2,DELIVERED
PO1028,2024-08-15,21,Spironolactone 25mg,630,8.0,5040.0,3,DELIVERED
PO1028,2024-08-15,47,Pantoprazole 40mg,1680,5.0,8400.0,5,DELIVERED
PO1028,2024-08-15,40,Aceclofenac 100mg,1050,5.0,5250.0,2,DELIVERED
PO1028,2024-08-15,49,Domperidone 10mg,2240,2.5,5600.0,1,DELIVERED
PO1028,2024-08-15,13,Enalapril 5mg,980,4.0,3920.0,2,DELIVERED
PO1028,2024-08-15,53,Dicyclomine 20mg,1372,4.0,5488.0,2,DELIVERED
PO1028,2024-08-15,66,Ambroxol Syrup,420,50.0,21000.0,3,DELIVERED
PO1028,2024-08-15,33,Co-trimoxazole DS,1960,4.0,7840.0,5,DELIVERED
PO1028,2024-08-15,38,Ibuprofen 400mg,2100,2.0,4200.0,5,DELIVERED
PO1028,2024-08-15,36,Paracetamol 500mg,7350,0.5,3675.0,3,DELIVERED
PO1028,2024-08-15,76,Folic Acid 5mg,2800,1.0,2800.0,1,DELIVERED
PO1028,2024-08-15,54,Sucralfate 1g,840,6.0,5040.0,3,DELIVERED
PO1028,2024-08-15,37,Paracetamol 650mg,5600,0.8,4480.0,5,DELIVERED
PO1028,2024-08-15,98,Amitriptyline 25mg,924,3.0,2772.0,1,DELIVERED
PO1028,2024-08-15,83,Betamethasone Cream,336,40.0,13440.0,5,DELIVERED
PO1028,2024-08-15,65,Dextromethorphan Syrup,336,45.0,15120.0,4,DELIVERED
PO1029,2024-08-22,98,Amitriptyline 25mg,1078,3.0,3234.0,2,DELIVERED
PO1029,2024-08-22,70,Bromhexine 8mg,1715,3.0,5145.0,4,DELIVERED
PO1029,2024-08-22,33,Co-trimoxazole DS,1960,4.0,7840.0,4,DELIVERED
PO1029,2024-08-22,52,Loperamide 2mg,1260,3.0,3780.0,5,DELIVERED
PO1029,2024-08-22,31,Cephalexin 500mg,1225,10.0,12250.0,2,DELIVERED
PO1029,2024-08-22,75,Iron + Folic Acid,3675,2.0,7350.0,5,DELIVERED
PO1029,2024-08-22,20,Furosemide 40mg,700,3.5,2450.0,3,DELIVERED
PO1029,2024-08-22,83,Betamethasone Cream,420,40.0,16800.0,3,DELIVERED
PO1029,2024-08-22,96,Alprazolam 0.5mg,525,5.0,2625.0,3,DELIVERED
PO1029,2024-08-22,38,Ibuprofen 400mg,1680,2.0,3360.0,5,DELIVERED
PO1029,2024-08-22,72,Vitamin C 500mg,1400,2.0,2800.0,5,DELIVERED
PO1029,2024-08-22,95,Prednisolone Eye Drops,147,65.0,9555.0,1,DELIVERED
PO1029,2024-08-22,65,Dextromethorphan Syrup,392,45.0,17640.0,2,DELIVERED
PO1029,2024-08-22,64,Chlorpheniramine 4mg,2240,1.0,2240.0,5,DELIVERED
PO1029,2024-08-22,3,Glimepiride 1mg,1715,3.5,6002.5,3,DELIVERED
PO1030,2024-09-01,56,Esomeprazole 40mg,980,10.0,9800.0,3,DELIVERED
PO1030,2024-09-01,59,Salbutamol Inhaler,168,120.0,20160.0,5,DELIVERED
PO1030,2024-09-01,55,Rabeprazole 20mg,1120,7.0,7840.0,1,DELIVERED
PO1030,2024-09-01,89,Ciprofloxacin Eye Drops,392,25.0,9800.0,4,DELIVERED
PO1030,2024-09-01,52,Loperamide 2mg,1680,3.0,5040.0,4,DELIVERED
PO1030,2024-09-01,97,Escitalopram 10mg,504,8.0,4032.0,5,DELIVERED
PO1030,2024-09-01,8,Pioglitazone 15mg,840,8.0,6720.0,4,DELIVERED
PO1030,2024-09-01,79,Zinc Sulfate 20mg,1862,2.0,3724.0,3,DELIVERED
PO1030,2024-09-01,11,Amlodipine 5mg,3080,2.5,7700.0,1,DELIVERED
PO1030,2024-09-01,76,Folic Acid 5mg,1400,1.0,1400.0,3,DELIVERED
PO1030,2024-09-01,16,Atenolol 50mg,2352,3.0,7056.0,2,DELIVERED
PO1030,2024-09-01,77,Multivitamin,2240,3.0,6720.0,4,DELIVERED
PO1030,2024-09-01,25,Ciprofloxacin 500mg,2205,8.0,17640.0,1,DELIVERED
PO1030,2024-09-01,47,Pantoprazole 40mg,2520,5.0,12600.0,3,DELIVERED
PO1030,2024-09-01,21,Spironolactone 25mg,735,8.0,5880.0,4,DELIVERED
PO1030,2024-09-01,49,Domperidone 10mg,1960,2.5,4900.0,1,DELIVERED
PO1030,2024-09-01,33,Co-trimoxazole DS,1680,4.0,6720.0,1,DELIVERED
PO1031,2024-09-08,58,Zinc Dispersible 20mg,2800,2.0,5600.0,5,DELIVERED
PO1031,2024-09-08,60,Budesonide Inhaler,112,250.0,28000.0,3,DELIVERED
PO1031,2024-09-08,8,Pioglitazone 15mg,980,8.0,7840.0,3,DELIVERED
PO1031,2024-09-08,18,Ramipril 5mg,980,7.0,6860.0,3,DELIVERED
PO1031,2024-09-08,47,Pantoprazole 40mg,2940,5.0,14700.0,2,DELIVERED
PO1031,2024-09-08,96,Alprazolam 0.5mg,735,5.0,3675.0,3,DELIVERED
PO1031,2024-09-08,3,Glimepiride 1mg,1470,3.5,5145.0,5,DELIVERED
PO1031,2024-09-08,90,Tobramycin Eye Drops,210,45.0,9450.0,3,DELIVERED
PO1031,2024-09-08,11,Amlodipine 5mg,2310,2.5,5775.0,3,DELIVERED
PO1031,2024-09-08,48,Ranitidine 150mg,2205,2.0,4410.0,4,DELIVERED
PO1031,2024-09-08,37,Paracetamol 650mg,4900,0.8,3920.0,2,DELIVERED
PO1031,2024-09-08,33,Co-trimoxazole DS,1400,4.0,5600.0,3,DELIVERED
PO1031,2024-09-08,80,B12 Methylcobalamin,1176,8.0,9408.0,2,DELIVERED
PO1031,2024-09-08,5,Insulin Human 40IU,56,85.0,4760.0,3,DELIVERED
PO1031,2024-09-08,82,Clotrimazole Cream,280,35.0,9800.0,5,DELIVERED
PO1032,2024-09-15,28,Metronidazole 400mg,2800,3.0,8400.0,3,DELIVERED
PO1032,2024-09-15,100,Sertraline 50mg,896,10.0,8960.0,5,DELIVERED
PO1032,2024-09-15,2,Metformin 850mg,1960,2.0,3920.0,1,DELIVERED
PO1032,2024-09-15,88,Ketoconazole Shampoo,224,120.0,26880.0,5,DELIVERED
PO1032,2024-09-15,58,Zinc Dispersible 20mg,2100,2.0,4200.0,2,DELIVERED
PO1032,2024-09-15,21,Spironolactone 25mg,735,8.0,5880.0,4,DELIVERED
PO1032,2024-09-15,61,Montelukast 10mg,840,8.0,6720.0,2,DELIVERED
PO1032,2024-09-15,94,Timolol Eye Drops,196,55.0,10780.0,4,DELIVERED
PO1032,2024-09-15,17,Metoprolol 50mg,1792,4.5,8064.0,5,DELIVERED
PO1032,2024-09-15,68,Ipratropium Inhaler,56,180.0,10080.0,2,DELIVERED
PO1032,2024-09-15,81,Fluconazole 150mg,588,15.0,8820.0,4,DELIVERED
PO1032,2024-09-15,91,Artificial Tears,336,50.0,16800.0,3,DELIVERED
PO1032,2024-09-15,90,Tobramycin Eye Drops,280,45.0,12600.0,2,DELIVERED
PO1032,2024-09-15,19,Hydrochlorothiazide 25mg,2240,2.0,4480.0,3,DELIVERED
PO1032,2024-09-15,50,Ondansetron 4mg,875,8.0,7000.0,3,DELIVERED
PO1033,2024-09-22,8,Pioglitazone 15mg,980,8.0,7840.0,5,DELIVERED
PO1033,2024-09-22,62,Cetirizine 10mg,2100,2.0,4200.0,2,DELIVERED
PO1033,2024-09-22,78,Vitamin E 400IU,924,5.0,4620.0,4,DELIVERED
PO1033,2024-09-22,51,ORS Powder,2240,5.0,11200.0,4,DELIVERED
PO1033,2024-09-22,14,Losartan 50mg,1764,5.0,8820.0,5,DELIVERED
PO1033,2024-09-22,56,Esomeprazole 40mg,784,10.0,7840.0,5,DELIVERED
PO1033,2024-09-22,46,Omeprazole 20mg,1960,3.0,5880.0,4,DELIVERED
PO1033,2024-09-22,29,Levofloxacin 500mg,980,18.0,17640.0,4,DELIVERED
PO1033,2024-09-22,64,Chlorpheniramine 4mg,2240,1.0,2240.0,3,DELIVERED
PO1033,2024-09-22,100,Sertraline 50mg,448,10.0,4480.0,4,DELIVERED
PO1034,2024-10-01,44,Mefenamic Acid 500mg,616,4.0,2464.0,4,DELIVERED
PO1034,2024-10-01,78,Vitamin E 400IU,1232,5.0,6160.0,5,DELIVERED
PO1034,2024-10-01,23,Amoxicillin 500mg,2275,4.0,9100.0,2,DELIVERED
PO1034,2024-10-01,45,Etoricoxib 90mg,504,15.0,7560.0,4,DELIVERED
PO1034,2024-10-01,5,Insulin Human 40IU,56,85.0,4760.0,1,DELIVERED
PO1034,2024-10-01,13,Enalapril 5mg,1960,4.0,7840.0,1,DELIVERED
PO1034,2024-10-01,50,Ondansetron 4mg,875,8.0,7000.0,2,DELIVERED
PO1034,2024-10-01,10,Gliclazide 80mg,1176,5.0,5880.0,5,DELIVERED
PO1034,2024-10-01,55,Rabeprazole 20mg,896,7.0,6272.0,2,DELIVERED
PO1034,2024-10-01,79,Zinc Sulfate 20mg,1330,2.0,2660.0,4,DELIVERED
PO1034,2024-10-01,61,Montelukast 10mg,1260,8.0,10080.0,2,DELIVERED
PO1034,2024-10-01,68,Ipratropium Inhaler,70,180.0,12600.0,4,DELIVERED
PO1035,2024-10-08,92,Chloramphenicol Ear Drops,140,30.0,4200.0,2,DELIVERED
PO1035,2024-10-08,23,Amoxicillin 500mg,3640,4.0,14560.0,3,DELIVERED
PO1035,2024-10-08,98,Amitriptyline 25mg,1078,3.0,3234.0,3,DELIVERED
PO1035,2024-10-08,100,Sertraline 50mg,448,10.0,4480.0,2,DELIVERED
PO1035,2024-10-08,36,Paracetamol 500mg,4200,0.5,2100.0,1,DELIVERED
PO1035,2024-10-08,80,B12 Methylcobalamin,1568,8.0,12544.0,2,DELIVERED
PO1035,2024-10-08,37,Paracetamol 650mg,5600,0.8,4480.0,4,DELIVERED
PO1035,2024-10-08,13,Enalapril 5mg,1960,4.0,7840.0,1,DELIVERED
PO1035,2024-10-08,71,Vitamin B Complex,2730,1.5,4095.0,4,DELIVERED
PO1035,2024-10-08,1,Metformin 500mg,3360,1.5,5040.0,5,DELIVERED
PO1035,2024-10-08,12,Amlodipine 10mg,1260,3.5,4410.0,1,DELIVERED
PO1035,2024-10-08,90,Tobramycin Eye Drops,140,45.0,6300.0,2,DELIVERED
PO1035,2024-10-08,49,Domperidone 10mg,1120,2.5,2800.0,2,DELIVERED
PO1035,2024-10-08,87,Silver Sulfadiazine,175,55.0,9625.0,5,DELIVERED
PO1035,2024-10-08,74,Calcium + D3,1540,4.0,6160.0,3,DELIVERED
PO1035,2024-10-08,82,Clotrimazole Cream,560,35.0,19600.0,4,DELIVERED
PO1035,2024-10-08,46,Omeprazole 20mg,3430,3.0,10290.0,4,DELIVERED
PO1035,2024-10-08,79,Zinc Sulfate 20mg,2128,2.0,4256.0,3,DELIVERED
PO1035,2024-10-08,16,Atenolol 50mg,1680,3.0,5040.0,2,DELIVERED
PO1036,2024-10-15,38,Ibuprofen 400mg,3360,2.0,6720.0,3,DELIVERED
PO1036,2024-10-15,25,Ciprofloxacin 500mg,1260,8.0,10080.0,2,DELIVERED
PO1036,2024-10-15,72,Vitamin C 500mg,1400,2.0,2800.0,2,DELIVERED
PO1036,2024-10-15,87,Silver Sulfadiazine,245,55.0,13475.0,4,DELIVERED
PO1036,2024-10-15,27,Doxycycline 100mg,1330,5.0,6650.0,1,DELIVERED
PO1036,2024-10-15,93,Ofloxacin Ear Drops,245,40.0,9800.0,5,DELIVERED
PO1036,2024-10-15,62,Cetirizine 10mg,1750,2.0,3500.0,1,DELIVERED
PO1036,2024-10-15,46,Omeprazole 20mg,3430,3.0,10290.0,2,DELIVERED
PO1036,2024-10-15,96,Alprazolam 0.5mg,630,5.0,3150.0,1,DELIVERED
PO1036,2024-10-15,37,Paracetamol 650mg,4200,0.8,3360.0,3,DELIVERED
PO1036,2024-10-15,21,Spironolactone 25mg,525,8.0,4200.0,2,DELIVERED
PO1036,2024-10-15,68,Ipratropium Inhaler,98,180.0,17640.0,4,DELIVERED
PO1036,2024-10-15,65,Dextromethorphan Syrup,448,45.0,20160.0,5,DELIVERED
PO1036,2024-10-15,39,Diclofenac 50mg,1575,2.5,3937.5,3,DELIVERED
PO1036,2024-10-15,50,Ondansetron 4mg,1050,8.0,8400.0,5,DELIVERED
PO1036,2024-10-15,32,Norfloxacin 400mg,1050,5.0,5250.0,4,DELIVERED
PO1036,2024-10-15,61,Montelukast 10mg,1050,8.0,8400.0,4,DELIVERED
PO1036,2024-10-15,31,Cephalexin 500mg,1400,10.0,14000.0,4,DELIVERED
PO1036,2024-10-15,40,Aceclofenac 100mg,1470,5.0,7350.0,5,DELIVERED
PO1037,2024-10-22,94,Timolol Eye Drops,196,55.0,10780.0,3,DELIVERED
PO1037,2024-10-22,66,Ambroxol Syrup,490,50.0,24500.0,5,DELIVERED
PO1037,2024-10-22,86,Calamine Lotion,490,45.0,22050.0,5,DELIVERED
PO1037,2024-10-22,68,Ipratropium Inhaler,56,180.0,10080.0,1,DELIVERED
PO1037,2024-10-22,73,Vitamin D3 60000IU,630,30.0,18900.0,1,DELIVERED
PO1037,2024-10-22,35,Nitrofurantoin 100mg,1078,8.0,8624.0,4,DELIVERED
PO1037,2024-10-22,77,Multivitamin,1400,3.0,4200.0,5,DELIVERED
PO1037,2024-10-22,11,Amlodipine 5mg,2695,2.5,6737.5,5,DELIVERED
PO1037,2024-10-22,22,Cilnidipine 10mg,1078,12.0,12936.0,3,DELIVERED
PO1037,2024-10-22,56,Esomeprazole 40mg,980,10.0,9800.0,3,DELIVERED
PO1037,2024-10-22,57,Lactulose Syrup,140,85.0,11900.0,3,DELIVERED
PO1037,2024-10-22,65,Dextromethorphan Syrup,392,45.0,17640.0,2,DELIVERED
