po_number,date,medicine_id,medicine_name,quantity_ordered,unit_cost_inr,total_cost_inr,supplier_id,status
PO1037,2024-10-22,63,Levocetirizine 5mg,1176,3.0,3528.0,5,DELIVERED
PO1038,2024-11-01,19,Hydrochlorothiazide 25mg,1120,2.0,2240.0,2,DELIVERED
PO1038,2024-11-01,3,Glimepiride 1mg,1960,3.5,6860.0,3,DELIVERED
PO1038,2024-11-01,37,Paracetamol 650mg,3500,0.8,2800.0,2,DELIVERED
PO1038,2024-11-01,34,Clindamycin 300mg,735,22.0,16170.0,1,DELIVERED
PO1038,2024-11-01,10,Gliclazide 80mg,980,5.0,4900.0,4,DELIVERED
PO1038,2024-11-01,91,Artificial Tears,336,50.0,16800.0,4,DELIVERED
PO1038,2024-11-01,2,Metformin 850mg,2240,2.0,4480.0,1,DELIVERED
PO1038,2024-11-01,59,Salbutamol Inhaler,126,120.0,15120.0,5,DELIVERED
PO1038,2024-11-01,14,Losartan 50mg,2058,5.0,10290.0,2,DELIVERED
PO1038,2024-11-01,73,Vitamin D3 60000IU,630,30.0,18900.0,3,DELIVERED
PO1039,2024-11-08,11,Amlodipine 5mg,3080,2.5,7700.0,3,DELIVERED
PO1039,2024-11-08,75,Iron + Folic Acid,3150,2.0,6300.0,4,DELIVERED
PO1039,2024-11-08,27,Doxycycline 100mg,1862,5.0,9310.0,2,DELIVERED
PO1039,2024-11-08,48,Ranitidine 150mg,1260,2.0,2520.0,2,DELIVERED
PO1039,2024-11-08,9,Vildagliptin 50mg,588,18.0,10584.0,1,DELIVERED
PO1039,2024-11-08,85,Mupirocin Ointment,224,75.0,16800.0,1,DELIVERED
PO1039,2024-11-08,4,Glimepiride 2mg,1225,4.0,4900.0,3,DELIVERED
PO1039,2024-11-08,15,Telmisartan 40mg,2128,6.0,12768.0,2,DELIVERED
PO1039,2024-11-08,93,Ofloxacin Ear Drops,140,40.0,5600.0,4,DELIVERED
PO1039,2024-11-08,42,Tramadol 50mg,630,8.0,5040.0,4,DELIVERED
PO1040,2024-11-15,64,Chlorpheniramine 4mg,1400,1.0,1400.0,2,DELIVERED
PO1040,2024-11-15,30,Ofloxacin 200mg,1792,6.0,10752.0,4,DELIVERED
PO1040,2024-11-15,1,Metformin 500mg,2240,1.5,3360.0,1,DELIVERED
PO1040,2024-11-15,24,Azithromycin 500mg,980,25.0,24500.0,1,DELIVERED
PO1040,2024-11-15,14,Losartan 50mg,1764,5.0,8820.0,5,DELIVERED
PO1040,2024-11-15,91,Artificial Tears,280,50.0,14000.0,4,DELIVERED
PO1040,2024-11-15,90,Tobramycin Eye Drops,175,45.0,7875.0,1,DELIVERED
PO1040,2024-11-15,57,Lactulose Syrup,280,85.0,23800.0,5,DELIVERED
PO1040,2024-11-15,28,Metronidazole 400mg,1750,3.0,5250.0,2,DELIVERED
PO1040,2024-11-15,59,Salbutamol Inhaler,126,120.0,15120.0,1,DELIVERED
PO1041,2024-11-22,54,Sucralfate 1g,980,6.0,5880.0,1,DELIVERED
PO1041,2024-11-22,10,Gliclazide 80mg,980,5.0,4900.0,3,DELIVERED
PO1041,2024-11-22,27,Doxycycline 100mg,1064,5.0,5320.0,3,DELIVERED
PO1041,2024-11-22,68,Ipratropium Inhaler,70,180.0,12600.0,3,DELIVERED
PO1041,2024-11-22,49,Domperidone 10mg,2240,2.5,5600.0,1,DELIVERED
PO1041,2024-11-22,43,Aspirin 75mg,2310,1.0,2310.0,4,DELIVERED
PO1041,2024-11-22,35,Nitrofurantoin 100mg,616,8.0,4928.0,1,DELIVERED
PO1041,2024-11-22,89,Ciprofloxacin Eye Drops,448,25.0,11200.0,1,DELIVERED
PO1041,2024-11-22,76,Folic Acid 5mg,1400,1.0,1400.0,3,DELIVERED
PO1041,2024-11-22,55,Rabeprazole 20mg,1344,7.0,9408.0,1,DELIVERED
PO1042,2024-12-01,41,Nimesulide 100mg,980,3.0,2940.0,2,DELIVERED
PO1042,2024-12-01,96,Alprazolam 0.5mg,735,5.0,3675.0,4,DELIVERED
PO1042,2024-12-01,32,Norfloxacin 400mg,1680,5.0,8400.0,2,DELIVERED
PO1042,2024-12-01,9,Vildagliptin 50mg,504,18.0,9072.0,4,DELIVERED
PO1042,2024-12-01,91,Artificial Tears,392,50.0,19600.0,5,DELIVERED
PO1042,2024-12-01,15,Telmisartan 40mg,1862,6.0,11172.0,4,DELIVERED
PO1042,2024-12-01,74,Calcium + D3,1540,4.0,6160.0,3,DELIVERED
PO1042,2024-12-01,42,Tramadol 50mg,630,8.0,5040.0,5,DELIVERED
PO1042,2024-12-01,79,Zinc Sulfate 20mg,1596,2.0,3192.0,4,DELIVERED
PO1042,2024-12-01,81,Fluconazole 150mg,420,15.0,6300.0,3,DELIVERED
PO1042,2024-12-01,53,Dicyclomine 20mg,1372,4.0,5488.0,3,DELIVERED
PO1043,2024-12-08,35,Nitrofurantoin 100mg,924,8.0,7392.0,5,DELIVERED
PO1043,2024-12-08,22,Cilnidipine 10mg,1078,12.0,12936.0,1,DELIVERED
PO1043,2024-12-08,23,Amoxicillin 500mg,3185,4.0,12740.0,3,DELIVERED
PO1043,2024-12-08,40,Aceclofenac 100mg,1260,5.0,6300.0,1,DELIVERED
PO1043,2024-12-08,52,Loperamide 2mg,1680,3.0,5040.0,2,DELIVERED
PO1043,2024-12-08,34,Clindamycin 300mg,735,22.0,16170.0,4,DELIVERED
PO1043,2024-12-08,97,Escitalopram 10mg,504,8.0,4032.0,1,DELIVERED
PO1043,2024-12-08,8,Pioglitazone 15mg,840,8.0,6720.0,5,DELIVERED
PO1043,2024-12-08,50,Ondansetron 4mg,1400,8.0,11200.0,1,DELIVERED
PO1043,2024-12-08,76,Folic Acid 5mg,2450,1.0,2450.0,1,DELIVERED
PO1044,2024-12-15,72,Vitamin C 500mg,2100,2.0,4200.0,1,DELIVERED
PO1044,2024-12-15,3,Glimepiride 1mg,1470,3.5,5145.0,3,DELIVERED
PO1044,2024-12-15,10,Gliclazide 80mg,1176,5.0,5880.0,1,DELIVERED
PO1044,2024-12-15,73,Vitamin D3 60000IU,630,30.0,18900.0,3,DELIVERED
PO1044,2024-12-15,64,Chlorpheniramine 4mg,1400,1.0,1400.0,5,DELIVERED
PO1044,2024-12-15,86,Calamine Lotion,420,45.0,18900.0,2,DELIVERED
PO1044,2024-12-15,43,Aspirin 75mg,2695,1.0,2695.0,4,DELIVERED
PO1044,2024-12-15,46,Omeprazole 20mg,1960,3.0,5880.0,5,DELIVERED
PO1044,2024-12-15,63,Levocetirizine 5mg,2352,3.0,7056.0,1,DELIVERED
PO1044,2024-12-15,6,Insulin Glargine,42,450.0,18900.0,1,DELIVERED
PO1044,2024-12-15,22,Cilnidipine 10mg,616,12.0,7392.0,3,DELIVERED
PO1044,2024-12-15,52,Loperamide 2mg,840,3.0,2520.0,2,DELIVERED
PO1044,2024-12-15,95,Prednisolone Eye Drops,147,65.0,9555.0,5,DELIVERED
PO1044,2024-12-15,71,Vitamin B Complex,3185,1.5,4777.5,2,DELIVERED
PO1044,2024-12-15,49,Domperidone 10mg,1960,2.5,4900.0,5,DELIVERED
PO1045,2024-12-22,80,B12 Methylcobalamin,784,8.0,6272.0,4,DELIVERED
PO1045,2024-12-22,57,Lactulose Syrup,245,85.0,20825.0,5,DELIVERED
PO1045,2024-12-22,6,Insulin Glargine,28,450.0,12600.0,4,DELIVERED
PO1045,2024-12-22,38,Ibuprofen 400mg,1680,2.0,3360.0,1,DELIVERED
PO1045,2024-12-22,19,Hydrochlorothiazide 25mg,1960,2.0,3920.0,5,DELIVERED
PO1045,2024-12-22,33,Co-trimoxazole DS,1120,4.0,4480.0,3,DELIVERED
PO1045,2024-12-22,9,Vildagliptin 50mg,420,18.0,7560.0,4,DELIVERED
PO1045,2024-12-22,53,Dicyclomine 20mg,1176,4.0,4704.0,5,DELIVERED
PO1045,2024-12-22,93,Ofloxacin Ear Drops,245,40.0,9800.0,2,DELIVERED
PO1045,2024-12-22,73,Vitamin D3 60000IU,525,30.0,15750.0,5,DELIVERED
PO1045,2024-12-22,86,Calamine Lotion,490,45.0,22050.0,4,DELIVERED
PO1045,2024-12-22,65,Dextromethorphan Syrup,392,45.0,17640.0,1,DELIVERED
PO1045,2024-12-22,15,Telmisartan 40mg,1064,6.0,6384.0,3,DELIVERED
PO1045,2024-12-22,20,Furosemide 40mg,1050,3.5,3675.0,1,DELIVERED
PO1046,2025-01-01,11,Amlodipine 5mg,2695,2.5,6737.5,5,DELIVERED
PO1046,2025-01-01,42,Tramadol 50mg,630,8.0,5040.0,2,DELIVERED
PO1046,2025-01-01,5,Insulin Human 40IU,112,85.0,9520.0,3,DELIVERED
PO1046,2025-01-01,4,Glimepiride 2mg,1050,4.0,4200.0,3,DELIVERED
PO1046,2025-01-01,64,Chlorpheniramine 4mg,1960,1.0,1960.0,4,DELIVERED
PO1046,2025-01-01,56,Esomeprazole 40mg,784,10.0,7840.0,5,DELIVERED
PO1046,2025-01-01,2,Metformin 850mg,1960,2.0,3920.0,4,DELIVERED
PO1046,2025-01-01,89,Ciprofloxacin Eye Drops,392,25.0,9800.0,1,DELIVERED
PO1046,2025-01-01,59,Salbutamol Inhaler,147,120.0,17640.0,4,DELIVERED
PO1046,2025-01-01,45,Etoricoxib 90mg,882,15.0,13230.0,2,DELIVERED
PO1046,2025-01-01,97,Escitalopram 10mg,504,8.0,4032.0,5,DELIVERED
PO1046,2025-01-01,15,Telmisartan 40mg,1330,6.0,7980.0,2,DELIVERED
PO1046,2025-01-01,91,Artificial Tears,448,50.0,22400.0,2,DELIVERED
PO1046,2025-01-01,96,Alprazolam 0.5mg,630,5.0,3150.0,5,DELIVERED
PO1046,2025-01-01,69,Fluticasone Nasal Spray,84,150.0,12600.0,3,DELIVERED
PO1046,2025-01-01,1,Metformin 500mg,2800,1.5,4200.0,1,DELIVERED
PO1046,2025-01-01,58,Zinc Dispersible 20mg,2800,2.0,5600.0,2,DELIVERED
PO1047,2025-01-08,47,Pantoprazole 40mg,2940,5.0,14700.0,3,DELIVERED
PO1047,2025-01-08,21,Spironolactone 25mg,420,8.0,3360.0,5,DELIVERED
PO1047,2025-01-08,58,Zinc Dispersible 20mg,2800,2.0,5600.0,1,DELIVERED
PO1047,2025-01-08,23,Amoxicillin 500mg,2275,4.0,9100.0,1,DELIVERED
PO1047,2025-01-08,96,Alprazolam 0.5mg,630,5.0,3150.0,5,DELIVERED
PO1047,2025-01-08,80,B12 Methylcobalamin,1568,8.0,12544.0,3,DELIVERED
PO1047,2025-01-08,63,Levocetirizine 5mg,1764,3.0,5292.0,4,DELIVERED
PO1047,2025-01-08,69,Fluticasone Nasal Spray,147,150.0,22050.0,5,DELIVERED
PO1047,2025-01-08,29,Levofloxacin 500mg,1568,18.0,28224.0,5,DELIVERED
PO1047,2025-01-08,26,Cefixime 200mg,840,15.0,12600.0,1,DELIVERED
PO1047,2025-01-08,55,Rabeprazole 20mg,1120,7.0,7840.0,2,DELIVERED
PO1048,2025-01-15,97,Escitalopram 10mg,882,8.0,7056.0,1,DELIVERED
PO1048,2025-01-15,52,Loperamide 2mg,840,3.0,2520.0,4,DELIVERED
PO1048,2025-01-15,17,Metoprolol 50mg,1120,4.5,5040.0,1,DELIVERED
PO1048,2025-01-15,8,Pioglitazone 15mg,980,8.0,7840.0,2,DELIVERED
PO1048,2025-01-15,69,Fluticasone Nasal Spray,147,150.0,22050.0,1,DELIVERED
PO1048,2025-01-15,28,Metronidazole 400mg,1750,3.0,5250.0,3,DELIVERED
PO1048,2025-01-15,54,Sucralfate 1g,840,6.0,5040.0,5,DELIVERED
PO1048,2025-01-15,13,Enalapril 5mg,1470,4.0,5880.0,5,DELIVERED
PO1048,2025-01-15,96,Alprazolam 0.5mg,420,5.0,2100.0,3,DELIVERED
PO1048,2025-01-15,2,Metformin 850mg,1120,2.0,2240.0,4,DELIVERED
PO1048,2025-01-15,72,Vitamin C 500mg,2450,2.0,4900.0,4,DELIVERED
PO1048,2025-01-15,70,Bromhexine 8mg,980,3.0,2940.0,4,DELIVERED
PO1048,2025-01-15,5,Insulin Human 40IU,98,85.0,8330.0,2,DELIVERED
PO1048,2025-01-15,20,Furosemide 40mg,1400,3.5,4900.0,4,DELIVERED
PO1048,2025-01-15,46,Omeprazole 20mg,2940,3.0,8820.0,5,DELIVERED
PO1049,2025-01-22,96,Alprazolam 0.5mg,630,5.0,3150.0,3,DELIVERED
PO1049,2025-01-22,25,Ciprofloxacin 500mg,1260,8.0,10080.0,5,DELIVERED
PO1049,2025-01-22,50,Ondansetron 4mg,700,8.0,5600.0,4,DELIVERED
PO1049,2025-01-22,7,Sitagliptin 100mg,840,25.0,21000.0,3,DELIVERED
PO1049,2025-01-22,17,Metoprolol 50mg,896,4.5,4032.0,5,DELIVERED
PO1049,2025-01-22,100,Sertraline 50mg,784,10.0,7840.0,5,DELIVERED
PO1049,2025-01-22,47,Pantoprazole 40mg,2940,5.0,14700.0,2,DELIVERED
PO1049,2025-01-22,32,Norfloxacin 400mg,1680,5.0,8400.0,4,DELIVERED
PO1049,2025-01-22,49,Domperidone 10mg,1120,2.5,2800.0,5,DELIVERED
PO1049,2025-01-22,66,Ambroxol Syrup,350,50.0,17500.0,3,DELIVERED
PO1049,2025-01-22,63,Levocetirizine 5mg,1176,3.0,3528.0,1,DELIVERED
PO1049,2025-01-22,19,Hydrochlorothiazide 25mg,1120,2.0,2240.0,1,DELIVERED
PO1049,2025-01-22,8,Pioglitazone 15mg,980,8.0,7840.0,4,DELIVERED
PO1049,2025-01-22,80,B12 Methylcobalamin,1176,8.0,9408.0,5,DELIVERED
PO1049,2025-01-22,23,Amoxicillin 500mg,2730,4.0,10920.0,5,DELIVERED
PO1049,2025-01-22,42,Tramadol 50mg,630,8.0,5040.0,2,DELIVERED
PO1050,2025-02-01,30,Ofloxacin 200mg,1568,6.0,9408.0,3,DELIVERED
PO1050,2025-02-01,4,Glimepiride 2mg,1400,4.0,5600.0,2,DELIVERED
PO1050,2025-02-01,97,Escitalopram 10mg,882,8.0,7056.0,3,DELIVERED
PO1050,2025-02-01,1,Metformin 500mg,4480,1.5,6720.0,1,DELIVERED
PO1050,2025-02-01,36,Paracetamol 500mg,6300,0.5,3150.0,3,DELIVERED
PO1050,2025-02-01,56,Esomeprazole 40mg,1372,10.0,13720.0,5,DELIVERED
PO1050,2025-02-01,8,Pioglitazone 15mg,560,8.0,4480.0,3,DELIVERED
PO1050,2025-02-01,29,Levofloxacin 500mg,1568,18.0,28224.0,2,DELIVERED
PO1050,2025-02-01,90,Tobramycin Eye Drops,140,45.0,6300.0,3,DELIVERED
PO1050,2025-02-01,41,Nimesulide 100mg,1715,3.0,5145.0,1,DELIVERED
PO1050,2025-02-01,84,Permethrin Lotion,210,60.0,12600.0,4,DELIVERED
PO1050,2025-02-01,92,Chloramphenicol Ear Drops,280,30.0,8400.0,5,DELIVERED
PO1050,2025-02-01,54,Sucralfate 1g,560,6.0,3360.0,2,DELIVERED
PO1050,2025-02-01,91,Artificial Tears,392,50.0,19600.0,4,DELIVERED
PO1050,2025-02-01,69,Fluticasone Nasal Spray,126,150.0,18900.0,3,DELIVERED
PO1050,2025-02-01,78,Vitamin E 400IU,616,5.0,3080.0,2,DELIVERED
PO1050,2025-02-01,81,Fluconazole 150mg,336,15.0,5040.0,1,DELIVERED
PO1050,2025-02-01,64,Chlorpheniramine 4mg,1680,1.0,1680.0,1,DELIVERED
PO1050,2025-02-01,5,Insulin Human 40IU,56,85.0,4760.0,5,DELIVERED
PO1051,2025-02-08,42,Tramadol 50mg,630,8.0,5040.0,1,DELIVERED
PO1051,2025-02-08,63,Levocetirizine 5mg,2058,3.0,6174.0,2,DELIVERED
PO1051,2025-02-08,43,Aspirin 75mg,2310,1.0,2310.0,3,DELIVERED
PO1051,2025-02-08,39,Diclofenac 50mg,1575,2.5,3937.5,2,DELIVERED
PO1051,2025-02-08,62,Cetirizine 10mg,1400,2.0,2800.0,3,DELIVERED
PO1051,2025-02-08,27,Doxycycline 100mg,1330,5.0,6650.0,5,DELIVERED
PO1051,2025-02-08,70,Bromhexine 8mg,1470,3.0,4410.0,1,DELIVERED
PO1051,2025-02-08,66,Ambroxol Syrup,420,50.0,21000.0,3,DELIVERED
PO1051,2025-02-08,100,Sertraline 50mg,448,10.0,4480.0,1,DELIVERED
PO1051,2025-02-08,1,Metformin 500mg,2800,1.5,4200.0,3,DELIVERED
PO1051,2025-02-08,37,Paracetamol 650mg,3500,0.8,2800.0,3,DELIVERED
PO1051,2025-02-08,24,Azithromycin 500mg,1715,25.0,42875.0,1,DELIVERED
PO1051,2025-02-08,40,Aceclofenac 100mg,840,5.0,4200.0,4,DELIVERED
PO1051,2025-02-08,4,Glimepiride 2mg,1400,4.0,5600.0,5,DELIVERED
PO1051,2025-02-08,49,Domperidone 10mg,1960,2.5,4900.0,3,DELIVERED
PO1051,2025-02-08,21,Spironolactone 25mg,420,8.0,3360.0,3,DELIVERED
PO1051,2025-02-08,22,Cilnidipine 10mg,616,12.0,7392.0,2,DELIVERED
PO1051,2025-02-08,65,Dextromethorphan Syrup,448,45.0,20160.0,1,DELIVERED
PO1052,2025-02-15,82,Clotrimazole Cream,420,35.0,14700.0,1,DELIVERED
PO1052,2025-02-15,35,Nitrofurantoin 100mg,924,8.0,7392.0,4,DELIVERED
PO1052,2025-02-15,12,Amlodipine 10mg,1680,3.5,5880.0,5,DELIVERED
PO1052,2025-02-15,66,Ambroxol Syrup,350,50.0,17500.0,2,DELIVERED
PO1052,2025-02-15,4,Glimepiride 2mg,875,4.0,3500.0,4,DELIVERED
PO1052,2025-02-15,46,Omeprazole 20mg,3430,3.0,10290.0,5,DELIVERED
PO1052,2025-02-15,96,Alprazolam 0.5mg,525,5.0,2625.0,4,DELIVERED
PO1052,2025-02-15,38,Ibuprofen 400mg,3360,2.0,6720.0,5,DELIVERED
PO1052,2025-02-15,14,Losartan 50mg,2352,5.0,11760.0,3,DELIVERED
PO1052,2025-02-15,17,Metoprolol 50mg,1568,4.5,7056.0,2,DELIVERED
PO1052,2025-02-15,3,Glimepiride 1mg,1960,3.5,6860.0,4,DELIVERED
PO1052,2025-02-15,92,Chloramphenicol Ear Drops,280,30.0,8400.0,2,DELIVERED
PO1052,2025-02-15,1,Metformin 500mg,2240,1.5,3360.0,5,DELIVERED
PO1052,2025-02-15,64,Chlorpheniramine 4mg,1400,1.0,1400.0,3,DELIVERED
PO1052,2025-02-15,34,Clindamycin 300mg,525,22.0,11550.0,2,DELIVERED
PO1052,2025-02-15,81,Fluconazole 150mg,672,15.0,10080.0,1,DELIVERED
PO1052,2025-02-15,6,Insulin Glargine,49,450.0,22050.0,1,DELIVERED
PO1052,2025-02-15,36,Paracetamol 500mg,6300,0.5,3150.0,4,DELIVERED
PO1053,2025-02-22,53,Dicyclomine 20mg,1176,4.0,4704.0,5,DELIVERED
PO1053,2025-02-22,6,Insulin Glargine,28,450.0,12600.0,5,DELIVERED
PO1053,2025-02-22,57,Lactulose Syrup,175,85.0,14875.0,4,DELIVERED
PO1053,2025-02-22,11,Amlodipine 5mg,2695,2.5,6737.5,5,DELIVERED
PO1053,2025-02-22,20,Furosemide 40mg,1050,3.5,3675.0,2,DELIVERED
PO1053,2025-02-22,39,Diclofenac 50mg,2205,2.5,5512.5,3,DELIVERED
PO1053,2025-02-22,16,Atenolol 50mg,1680,3.0,5040.0,4,DELIVERED
PO1053,2025-02-22,27,Doxycycline 100mg,1596,5.0,7980.0,2,DELIVERED
PO1053,2025-02-22,62,Cetirizine 10mg,1400,2.0,2800.0,3,DELIVERED
PO1053,2025-02-22,79,Zinc Sulfate 20mg,1596,2.0,3192.0,5,DELIVERED
PO1053,2025-02-22,12,Amlodipine 10mg,1260,3.5,4410.0,3,DELIVERED
PO1053,2025-02-22,18,Ramipril 5mg,1372,7.0,9604.0,5,DELIVERED
PO1053,2025-02-22,83,Betamethasone Cream,336,40.0,13440.0,3,DELIVERED
PO1054,2025-03-01,97,Escitalopram 10mg,504,8.0,4032.0,5,DELIVERED
PO1054,2025-03-01,70,Bromhexine 8mg,1715,3.0,5145.0,5,DELIVERED
PO1054,2025-03-01,75,Iron + Folic Acid,4200,2.0,8400.0,5,DELIVERED
PO1054,2025-03-01,41,Nimesulide 100mg,1715,3.0,5145.0,4,DELIVERED
PO1054,2025-03-01,14,Losartan 50mg,1470,5.0,7350.0,2,DELIVERED
PO1054,2025-03-01,38,Ibuprofen 400mg,1680,2.0,3360.0,2,DELIVERED
PO1054,2025-03-01,49,Domperidone 10mg,1400,2.5,3500.0,1,DELIVERED
PO1054,2025-03-01,90,Tobramycin Eye Drops,210,45.0,9450.0,2,DELIVERED
PO1054,2025-03-01,30,Ofloxacin 200mg,1120,6.0,6720.0,2,DELIVERED
PO1054,2025-03-01,84,Permethrin Lotion,210,60.0,12600.0,5,DELIVERED
PO1055,2025-03-08,81,Fluconazole 150mg,504,15.0,7560.0,1,DELIVERED
PO1055,2025-03-08,98,Amitriptyline 25mg,616,3.0,1848.0,3,DELIVERED
PO1055,2025-03-08,31,Cephalexin 500mg,875,10.0,8750.0,5,DELIVERED
PO1055,2025-03-08,14,Losartan 50mg,2058,5.0,10290.0,4,DELIVERED
PO1055,2025-03-08,85,Mupirocin Ointment,392,75.0,29400.0,5,DELIVERED
PO1055,2025-03-08,73,Vitamin D3 60000IU,630,30.0,18900.0,4,DELIVERED
PO1055,2025-03-08,50,Ondansetron 4mg,700,8.0,5600.0,4,DELIVERED
PO1055,2025-03-08,1,Metformin 500mg,2800,1.5,4200.0,4,DELIVERED
PO1055,2025-03-08,99,Clonazepam 0.5mg,336,6.0,2016.0,2,DELIVERED
PO1055,2025-03-08,19,Hydrochlorothiazide 25mg,1960,2.0,3920.0,3,DELIVERED
PO1055,2025-03-08,42,Tramadol 50mg,735,8.0,5880.0,5,DELIVERED
PO1055,2025-03-08,4,Glimepiride 2mg,1400,4.0,5600.0,4,DELIVERED
PO1055,2025-03-08,79,Zinc Sulfate 20mg,1862,2.0,3724.0,2,DELIVERED
PO1055,2025-03-08,93,Ofloxacin Ear Drops,245,40.0,9800.0,5,DELIVERED
PO1055,2025-03-08,92,Chloramphenicol Ear Drops,140,30.0,4200.0,3,DELIVERED
PO1055,2025-03-08,20,Furosemide 40mg,875,3.5,3062.5,4,DELIVERED
PO1055,2025-03-08,64,Chlorpheniramine 4mg,1400,1.0,1400.0,5,DELIVERED
PO1055,2025-03-08,3,Glimepiride 1mg,980,3.5,3430.0,5,DELIVERED
PO1056,2025-03-15,19,Hydrochlorothiazide 25mg,1960,2.0,3920.0,3,DELIVERED
PO1056,2025-03-15,26,Cefixime 200mg,840,15.0,12600.0,5,DELIVERED
PO1056,2025-03-15,25,Ciprofloxacin 500mg,2205,8.0,17640.0,2,DELIVERED
PO1056,2025-03-15,6,Insulin Glargine,28,450.0,12600.0,1,DELIVERED
PO1056,2025-03-15,73,Vitamin D3 60000IU,840,30.0,25200.0,5,DELIVERED
PO1056,2025-03-15,59,Salbutamol Inhaler,147,120.0,17640.0,2,DELIVERED
PO1056,2025-03-15,4,Glimepiride 2mg,1225,4.0,4900.0,4,DELIVERED
PO1056,2025-03-15,12,Amlodipine 10mg,1680,3.5,5880.0,2,DELIVERED
PO1056,2025-03-15,78,Vitamin E 400IU,1232,5.0,6160.0,1,DELIVERED
PO1056,2025-03-15,75,Iron + Folic Acid,3675,2.0,7350.0,5,DELIVERED
PO1056,2025-03-15,70,Bromhexine 8mg,1960,3.0,5880.0,4,DELIVERED
PO1056,2025-03-15,22,Cilnidipine 10mg,616,12.0,7392.0,1,DELIVERED
PO1056,2025-03-15,38,Ibuprofen 400mg,2940,2.0,5880.0,4,DELIVERED
PO1056,2025-03-15,60,Budesonide Inhaler,112,250.0,28000.0,5,DELIVERED
PO1056,2025-03-15,64,Chlorpheniramine 4mg,1120,1.0,1120.0,2,DELIVERED
PO1056,2025-03-15,7,Sitagliptin 100mg,735,25.0,18375.0,5,DELIVERED
PO1056,2025-03-15,81,Fluconazole 150mg,336,15.0,5040.0,3,DELIVERED
PO1056,2025-03-15,88,Ketoconazole Shampoo,140,120.0,16800.0,3,DELIVERED
PO1057,2025-03-22,70,Bromhexine 8mg,1225,3.0,3675.0,2,DELIVERED
PO1057,2025-03-22,87,Silver Sulfadiazine,210,55.0,11550.0,1,DELIVERED
PO1057,2025-03-22,35,Nitrofurantoin 100mg,1232,8.0,9856.0,5,DELIVERED
PO1057,2025-03-22,49,Domperidone 10mg,1960,2.5,4900.0,5,DELIVERED
PO1057,2025-03-22,42,Tramadol 50mg,735,8.0,5880.0,1,DELIVERED
PO1057,2025-03-22,65,Dextromethorphan Syrup,280,45.0,12600.0,1,DELIVERED
PO1057,2025-03-22,3,Glimepiride 1mg,980,3.5,3430.0,5,DELIVERED
PO1057,2025-03-22,55,Rabeprazole 20mg,896,7.0,6272.0,5,DELIVERED
PO1057,2025-03-22,100,Sertraline 50mg,560,10.0,5600.0,3,DELIVERED
PO1057,2025-03-22,10,Gliclazide 80mg,1568,5.0,7840.0,1,DELIVERED
PO1057,2025-03-22,58,Zinc Dispersible 20mg,2800,2.0,5600.0,5,DELIVERED
PO1057,2025-03-22,77,Multivitamin,1680,3.0,5040.0,3,DELIVERED
PO1058,2025-04-01,68,Ipratropium Inhaler,98,180.0,17640.0,2,DELIVERED
PO1058,2025-04-01,59,Salbutamol Inhaler,147,120.0,17640.0,1,DELIVERED
PO1058,2025-04-01,71,Vitamin B Complex,2275,1.5,3412.5,1,DELIVERED
PO1058,2025-04-01,74,Calcium + D3,1925,4.0,7700.0,1,DELIVERED
PO1058,2025-04-01,6,Insulin Glargine,56,450.0,25200.0,1,DELIVERED
PO1058,2025-04-01,35,Nitrofurantoin 100mg,1078,8.0,8624.0,4,DELIVERED
PO1058,2025-04-01,69,Fluticasone Nasal Spray,147,150.0,22050.0,3,DELIVERED
PO1058,2025-04-01,32,Norfloxacin 400mg,840,5.0,4200.0,3,DELIVERED
PO1058,2025-04-01,25,Ciprofloxacin 500mg,2520,8.0,20160.0,5,DELIVERED
PO1058,2025-04-01,33,Co-trimoxazole DS,1960,4.0,7840.0,3,DELIVERED
PO1058,2025-04-01,54,Sucralfate 1g,700,6.0,4200.0,1,DELIVERED
