po_number,date,medicine_id,medicine_name,quantity_ordered,unit_cost_inr,total_cost_inr,supplier_id,status
PO1078,2025-09-01,9,Vildagliptin 50mg,672,18.0,12096.0,4,DELIVERED
PO1079,2025-09-08,58,Zinc Dispersible 20mg,1400,2.0,2800.0,3,DELIVERED
PO1079,2025-09-08,33,Co-trimoxazole DS,1680,4.0,6720.0,4,DELIVERED
PO1079,2025-09-08,65,Dextromethorphan Syrup,336,45.0,15120.0,5,DELIVERED
PO1079,2025-09-08,24,Azithromycin 500mg,1470,25.0,36750.0,1,DELIVERED
PO1079,2025-09-08,90,Tobramycin Eye Drops,140,45.0,6300.0,2,DELIVERED
PO1079,2025-09-08,30,Ofloxacin 200mg,1120,6.0,6720.0,4,DELIVERED
PO1079,2025-09-08,2,Metformin 850mg,1960,2.0,3920.0,2,DELIVERED
PO1079,2025-09-08,100,Sertraline 50mg,448,10.0,4480.0,1,DELIVERED
PO1079,2025-09-08,5,Insulin Human 40IU,84,85.0,7140.0,4,DELIVERED
PO1079,2025-09-08,73,Vitamin D3 60000IU,735,30.0,22050.0,5,DELIVERED
PO1079,2025-09-08,92,Chloramphenicol Ear Drops,140,30.0,4200.0,3,DELIVERED
PO1079,2025-09-08,57,Lactulose Syrup,140,85.0,11900.0,5,DELIVERED
PO1080,2025-09-15,69,Fluticasone Nasal Spray,147,150.0,22050.0,3,DELIVERED
PO1080,2025-09-15,24,Azithromycin 500mg,980,25.0,24500.0,5,DELIVERED
PO1080,2025-09-15,38,Ibuprofen 400mg,2520,2.0,5040.0,2,DELIVERED
PO1080,2025-09-15,97,Escitalopram 10mg,630,8.0,5040.0,1,DELIVERED
PO1080,2025-09-15,52,Loperamide 2mg,1260,3.0,3780.0,5,DELIVERED
PO1080,2025-09-15,40,Aceclofenac 100mg,1470,5.0,7350.0,2,DELIVERED
PO1080,2025-09-15,78,Vitamin E 400IU,1078,5.0,5390.0,5,DELIVERED
PO1080,2025-09-15,83,Betamethasone Cream,336,40.0,13440.0,2,DELIVERED
PO1080,2025-09-15,16,Atenolol 50mg,1344,3.0,4032.0,5,DELIVERED
PO1080,2025-09-15,31,Cephalexin 500mg,700,10.0,7000.0,3,DELIVERED
PO1080,2025-09-15,58,Zinc Dispersible 20mg,1400,2.0,2800.0,5,DELIVERED
PO1080,2025-09-15,11,Amlodipine 5mg,1540,2.5,3850.0,2,DELIVERED
PO1081,2025-09-22,75,Iron + Folic Acid,4200,2.0,8400.0,1,DELIVERED
PO1081,2025-09-22,3,Glimepiride 1mg,1470,3.5,5145.0,1,DELIVERED
PO1081,2025-09-22,4,Glimepiride 2mg,1400,4.0,5600.0,2,DELIVERED
PO1081,2025-09-22,36,Paracetamol 500mg,8400,0.5,4200.0,3,DELIVERED
PO1081,2025-09-22,57,Lactulose Syrup,175,85.0,14875.0,4,DELIVERED
PO1081,2025-09-22,77,Multivitamin,2240,3.0,6720.0,5,DELIVERED
PO1081,2025-09-22,7,Sitagliptin 100mg,420,25.0,10500.0,1,DELIVERED
PO1081,2025-09-22,39,Diclofenac 50mg,2520,2.5,6300.0,2,DELIVERED
PO1081,2025-09-22,56,Esomeprazole 40mg,1372,10.0,13720.0,5,DELIVERED
PO1081,2025-09-22,94,Timolol Eye Drops,224,55.0,12320.0,1,DELIVERED
PO1081,2025-09-22,40,Aceclofenac 100mg,840,5.0,4200.0,5,DELIVERED
PO1081,2025-09-22,37,Paracetamol 650mg,5600,0.8,4480.0,4,DELIVERED
PO1081,2025-09-22,34,Clindamycin 300mg,420,22.0,9240.0,4,DELIVERED
PO1081,2025-09-22,8,Pioglitazone 15mg,1120,8.0,8960.0,1,DELIVERED
PO1081,2025-09-22,99,Clonazepam 0.5mg,504,6.0,3024.0,3,DELIVERED
PO1081,2025-09-22,45,Etoricoxib 90mg,504,15.0,7560.0,4,DELIVERED
PO1082,2025-10-01,55,Rabeprazole 20mg,1792,7.0,12544.0,3,DELIVERED
PO1082,2025-10-01,93,Ofloxacin Ear Drops,280,40.0,11200.0,2,DELIVERED
PO1082,2025-10-01,50,Ondansetron 4mg,1050,8.0,8400.0,1,DELIVERED
PO1082,2025-10-01,13,Enalapril 5mg,1470,4.0,5880.0,5,DELIVERED
PO1082,2025-10-01,14,Losartan 50mg,2058,5.0,10290.0,4,DELIVERED
PO1082,2025-10-01,62,Cetirizine 10mg,2800,2.0,5600.0,3,DELIVERED
PO1082,2025-10-01,98,Amitriptyline 25mg,1078,3.0,3234.0,2,DELIVERED
PO1082,2025-10-01,60,Budesonide Inhaler,84,250.0,21000.0,1,DELIVERED
PO1082,2025-10-01,88,Ketoconazole Shampoo,112,120.0,13440.0,2,DELIVERED
PO1082,2025-10-01,20,Furosemide 40mg,700,3.5,2450.0,2,DELIVERED
PO1082,2025-10-01,78,Vitamin E 400IU,616,5.0,3080.0,3,DELIVERED
PO1082,2025-10-01,36,Paracetamol 500mg,4200,0.5,2100.0,5,DELIVERED
PO1082,2025-10-01,21,Spironolactone 25mg,735,8.0,5880.0,1,DELIVERED
PO1082,2025-10-01,1,Metformin 500mg,3920,1.5,5880.0,3,DELIVERED
PO1082,2025-10-01,53,Dicyclomine 20mg,1568,4.0,6272.0,5,DELIVERED
PO1082,2025-10-01,61,Montelukast 10mg,1680,8.0,13440.0,4,DELIVERED
PO1082,2025-10-01,7,Sitagliptin 100mg,525,25.0,13125.0,2,DELIVERED
PO1082,2025-10-01,72,Vitamin C 500mg,2100,2.0,4200.0,5,DELIVERED
PO1082,2025-10-01,4,Glimepiride 2mg,1050,4.0,4200.0,4,DELIVERED
PO1082,2025-10-01,44,Mefenamic Acid 500mg,1078,4.0,4312.0,3,DELIVERED
PO1083,2025-10-08,13,Enalapril 5mg,1225,4.0,4900.0,2,DELIVERED
PO1083,2025-10-08,79,Zinc Sulfate 20mg,1862,2.0,3724.0,4,DELIVERED
PO1083,2025-10-08,35,Nitrofurantoin 100mg,1078,8.0,8624.0,1,DELIVERED
PO1083,2025-10-08,76,Folic Acid 5mg,2800,1.0,2800.0,3,DELIVERED
PO1083,2025-10-08,45,Etoricoxib 90mg,1008,15.0,15120.0,3,DELIVERED
PO1083,2025-10-08,65,Dextromethorphan Syrup,280,45.0,12600.0,4,DELIVERED
PO1083,2025-10-08,28,Metronidazole 400mg,2800,3.0,8400.0,2,DELIVERED
PO1083,2025-10-08,24,Azithromycin 500mg,1225,25.0,30625.0,5,DELIVERED
PO1083,2025-10-08,47,Pantoprazole 40mg,2520,5.0,12600.0,3,DELIVERED
PO1083,2025-10-08,10,Gliclazide 80mg,1176,5.0,5880.0,2,DELIVERED
PO1083,2025-10-08,77,Multivitamin,1680,3.0,5040.0,3,DELIVERED
PO1083,2025-10-08,74,Calcium + D3,3080,4.0,12320.0,2,DELIVERED
PO1083,2025-10-08,5,Insulin Human 40IU,56,85.0,4760.0,2,DELIVERED
PO1083,2025-10-08,11,Amlodipine 5mg,3080,2.5,7700.0,1,DELIVERED
PO1083,2025-10-08,2,Metformin 850mg,1120,2.0,2240.0,1,DELIVERED
PO1083,2025-10-08,18,Ramipril 5mg,1176,7.0,8232.0,3,DELIVERED
PO1083,2025-10-08,52,Loperamide 2mg,1470,3.0,4410.0,4,DELIVERED
PO1083,2025-10-08,30,Ofloxacin 200mg,1792,6.0,10752.0,3,DELIVERED
PO1083,2025-10-08,34,Clindamycin 300mg,420,22.0,9240.0,3,DELIVERED
PO1083,2025-10-08,80,B12 Methylcobalamin,784,8.0,6272.0,2,DELIVERED
PO1084,2025-10-15,70,Bromhexine 8mg,1225,3.0,3675.0,2,DELIVERED
PO1084,2025-10-15,98,Amitriptyline 25mg,924,3.0,2772.0,2,DELIVERED
PO1084,2025-10-15,47,Pantoprazole 40mg,2520,5.0,12600.0,2,DELIVERED
PO1084,2025-10-15,48,Ranitidine 150mg,1260,2.0,2520.0,2,DELIVERED
PO1084,2025-10-15,32,Norfloxacin 400mg,1680,5.0,8400.0,3,DELIVERED
PO1084,2025-10-15,21,Spironolactone 25mg,735,8.0,5880.0,5,DELIVERED
PO1084,2025-10-15,27,Doxycycline 100mg,1862,5.0,9310.0,3,DELIVERED
PO1084,2025-10-15,61,Montelukast 10mg,1470,8.0,11760.0,2,DELIVERED
PO1084,2025-10-15,2,Metformin 850mg,2240,2.0,4480.0,1,DELIVERED
PO1084,2025-10-15,65,Dextromethorphan Syrup,392,45.0,17640.0,2,DELIVERED
PO1084,2025-10-15,28,Metronidazole 400mg,1750,3.0,5250.0,3,DELIVERED
PO1084,2025-10-15,79,Zinc Sulfate 20mg,1064,2.0,2128.0,1,DELIVERED
PO1084,2025-10-15,64,Chlorpheniramine 4mg,1960,1.0,1960.0,3,DELIVERED
PO1084,2025-10-15,16,Atenolol 50mg,2016,3.0,6048.0,3,DELIVERED
PO1084,2025-10-15,60,Budesonide Inhaler,112,250.0,28000.0,1,DELIVERED
PO1084,2025-10-15,41,Nimesulide 100mg,1470,3.0,4410.0,5,DELIVERED
PO1084,2025-10-15,22,Cilnidipine 10mg,770,12.0,9240.0,5,DELIVERED
PO1084,2025-10-15,20,Furosemide 40mg,1050,3.5,3675.0,1,DELIVERED
PO1084,2025-10-15,88,Ketoconazole Shampoo,196,120.0,23520.0,5,DELIVERED
PO1085,2025-10-22,67,Theophylline 300mg,616,5.0,3080.0,4,DELIVERED
PO1085,2025-10-22,49,Domperidone 10mg,1400,2.5,3500.0,3,DELIVERED
PO1085,2025-10-22,24,Azithromycin 500mg,1960,25.0,49000.0,4,DELIVERED
PO1085,2025-10-22,47,Pantoprazole 40mg,2100,5.0,10500.0,4,DELIVERED
PO1085,2025-10-22,95,Prednisolone Eye Drops,84,65.0,5460.0,5,DELIVERED
PO1085,2025-10-22,45,Etoricoxib 90mg,504,15.0,7560.0,3,DELIVERED
PO1085,2025-10-22,57,Lactulose Syrup,210,85.0,17850.0,5,DELIVERED
PO1085,2025-10-22,96,Alprazolam 0.5mg,525,5.0,2625.0,2,DELIVERED
PO1085,2025-10-22,74,Calcium + D3,2695,4.0,10780.0,2,DELIVERED
PO1085,2025-10-22,25,Ciprofloxacin 500mg,1575,8.0,12600.0,1,DELIVERED
PO1085,2025-10-22,94,Timolol Eye Drops,196,55.0,10780.0,4,DELIVERED
PO1085,2025-10-22,58,Zinc Dispersible 20mg,2100,2.0,4200.0,1,DELIVERED
PO1086,2025-11-01,11,Amlodipine 5mg,1540,2.5,3850.0,3,DELIVERED
PO1086,2025-11-01,48,Ranitidine 150mg,2205,2.0,4410.0,4,DELIVERED
PO1086,2025-11-01,26,Cefixime 200mg,1260,15.0,18900.0,4,DELIVERED
PO1086,2025-11-01,18,Ramipril 5mg,1568,7.0,10976.0,5,DELIVERED
PO1086,2025-11-01,82,Clotrimazole Cream,490,35.0,17150.0,2,DELIVERED
PO1086,2025-11-01,58,Zinc Dispersible 20mg,2450,2.0,4900.0,1,DELIVERED
PO1086,2025-11-01,96,Alprazolam 0.5mg,525,5.0,2625.0,4,DELIVERED
PO1086,2025-11-01,4,Glimepiride 2mg,1400,4.0,5600.0,5,DELIVERED
PO1086,2025-11-01,100,Sertraline 50mg,896,10.0,8960.0,4,DELIVERED
PO1086,2025-11-01,28,Metronidazole 400mg,1400,3.0,4200.0,5,DELIVERED
PO1086,2025-11-01,39,Diclofenac 50mg,1260,2.5,3150.0,3,DELIVERED
PO1087,2025-11-08,65,Dextromethorphan Syrup,448,45.0,20160.0,4,DELIVERED
PO1087,2025-11-08,24,Azithromycin 500mg,1470,25.0,36750.0,4,DELIVERED
PO1087,2025-11-08,70,Bromhexine 8mg,1470,3.0,4410.0,2,DELIVERED
PO1087,2025-11-08,75,Iron + Folic Acid,3675,2.0,7350.0,4,DELIVERED
PO1087,2025-11-08,71,Vitamin B Complex,2730,1.5,4095.0,3,DELIVERED
PO1087,2025-11-08,95,Prednisolone Eye Drops,126,65.0,8190.0,1,DELIVERED
PO1087,2025-11-08,10,Gliclazide 80mg,980,5.0,4900.0,3,DELIVERED
PO1087,2025-11-08,23,Amoxicillin 500mg,3185,4.0,12740.0,2,DELIVERED
PO1087,2025-11-08,91,Artificial Tears,280,50.0,14000.0,2,DELIVERED
PO1087,2025-11-08,20,Furosemide 40mg,700,3.5,2450.0,5,DELIVERED
PO1087,2025-11-08,84,Permethrin Lotion,210,60.0,12600.0,3,DELIVERED
PO1087,2025-11-08,100,Sertraline 50mg,784,10.0,7840.0,3,DELIVERED
PO1087,2025-11-08,29,Levofloxacin 500mg,1176,18.0,21168.0,2,DELIVERED
PO1088,2025-11-15,73,Vitamin D3 60000IU,840,30.0,25200.0,3,DELIVERED
PO1088,2025-11-15,88,Ketoconazole Shampoo,168,120.0,20160.0,1,DELIVERED
PO1088,2025-11-15,94,Timolol Eye Drops,112,55.0,6160.0,4,DELIVERED
PO1088,2025-11-15,50,Ondansetron 4mg,1400,8.0,11200.0,2,DELIVERED
PO1088,2025-11-15,16,Atenolol 50mg,2688,3.0,8064.0,2,DELIVERED
PO1088,2025-11-15,27,Doxycycline 100mg,2128,5.0,10640.0,2,DELIVERED
PO1088,2025-11-15,67,Theophylline 300mg,616,5.0,3080.0,4,DELIVERED
PO1088,2025-11-15,8,Pioglitazone 15mg,700,8.0,5600.0,5,DELIVERED
PO1088,2025-11-15,58,Zinc Dispersible 20mg,2800,2.0,5600.0,4,DELIVERED
PO1088,2025-11-15,10,Gliclazide 80mg,784,5.0,3920.0,3,DELIVERED
PO1088,2025-11-15,72,Vitamin C 500mg,1750,2.0,3500.0,4,DELIVERED
PO1088,2025-11-15,87,Silver Sulfadiazine,280,55.0,15400.0,3,DELIVERED
PO1088,2025-11-15,49,Domperidone 10mg,1960,2.5,4900.0,1,DELIVERED
PO1088,2025-11-15,6,Insulin Glargine,28,450.0,12600.0,2,DELIVERED
PO1088,2025-11-15,56,Esomeprazole 40mg,1372,10.0,13720.0,2,DELIVERED
PO1088,2025-11-15,76,Folic Acid 5mg,1400,1.0,1400.0,3,DELIVERED
PO1088,2025-11-15,84,Permethrin Lotion,294,60.0,17640.0,5,DELIVERED
PO1088,2025-11-15,26,Cefixime 200mg,1260,15.0,18900.0,4,DELIVERED
PO1088,2025-11-15,78,Vitamin E 400IU,770,5.0,3850.0,3,DELIVERED
PO1089,2025-11-22,5,Insulin Human 40IU,112,85.0,9520.0,1,DELIVERED
PO1089,2025-11-22,88,Ketoconazole Shampoo,112,120.0,13440.0,1,DELIVERED
PO1089,2025-11-22,75,Iron + Folic Acid,3675,2.0,7350.0,1,DELIVERED
PO1089,2025-11-22,50,Ondansetron 4mg,1050,8.0,8400.0,5,DELIVERED
PO1089,2025-11-22,79,Zinc Sulfate 20mg,1330,2.0,2660.0,2,DELIVERED
PO1089,2025-11-22,39,Diclofenac 50mg,2205,2.5,5512.5,1,DELIVERED
PO1089,2025-11-22,10,Gliclazide 80mg,980,5.0,4900.0,4,DELIVERED
PO1089,2025-11-22,18,Ramipril 5mg,1568,7.0,10976.0,1,DELIVERED
PO1089,2025-11-22,28,Metronidazole 400mg,2800,3.0,8400.0,3,DELIVERED
PO1089,2025-11-22,41,Nimesulide 100mg,1960,3.0,5880.0,5,DELIVERED
PO1089,2025-11-22,22,Cilnidipine 10mg,924,12.0,11088.0,3,DELIVERED
PO1089,2025-11-22,71,Vitamin B Complex,2730,1.5,4095.0,2,DELIVERED
PO1089,2025-11-22,68,Ipratropium Inhaler,98,180.0,17640.0,2,DELIVERED
PO1089,2025-11-22,70,Bromhexine 8mg,980,3.0,2940.0,2,DELIVERED
PO1089,2025-11-22,87,Silver Sulfadiazine,175,55.0,9625.0,4,DELIVERED
PO1089,2025-11-22,1,Metformin 500mg,3920,1.5,5880.0,4,DELIVERED
PO1089,2025-11-22,66,Ambroxol Syrup,490,50.0,24500.0,2,DELIVERED
PO1089,2025-11-22,98,Amitriptyline 25mg,1232,3.0,3696.0,2,DELIVERED
PO1089,2025-11-22,67,Theophylline 300mg,616,5.0,3080.0,5,DELIVERED
PO1089,2025-11-22,4,Glimepiride 2mg,700,4.0,2800.0,5,DELIVERED
PO1090,2025-12-01,39,Diclofenac 50mg,2205,2.5,5512.5,3,DELIVERED
PO1090,2025-12-01,30,Ofloxacin 200mg,1568,6.0,9408.0,5,DELIVERED
PO1090,2025-12-01,66,Ambroxol Syrup,420,50.0,21000.0,2,DELIVERED
PO1090,2025-12-01,90,Tobramycin Eye Drops,140,45.0,6300.0,5,DELIVERED
PO1090,2025-12-01,31,Cephalexin 500mg,700,10.0,7000.0,5,DELIVERED
PO1090,2025-12-01,6,Insulin Glargine,28,450.0,12600.0,1,DELIVERED
PO1090,2025-12-01,99,Clonazepam 0.5mg,672,6.0,4032.0,4,DELIVERED
PO1090,2025-12-01,76,Folic Acid 5mg,2100,1.0,2100.0,4,DELIVERED
PO1090,2025-12-01,61,Montelukast 10mg,1050,8.0,8400.0,5,DELIVERED
PO1090,2025-12-01,73,Vitamin D3 60000IU,420,30.0,12600.0,2,DELIVERED
PO1091,2025-12-08,16,Atenolol 50mg,1680,3.0,5040.0,2,DELIVERED
PO1091,2025-12-08,21,Spironolactone 25mg,420,8.0,3360.0,2,DELIVERED
PO1091,2025-12-08,50,Ondansetron 4mg,700,8.0,5600.0,4,DELIVERED
PO1091,2025-12-08,46,Omeprazole 20mg,3920,3.0,11760.0,1,DELIVERED
PO1091,2025-12-08,80,B12 Methylcobalamin,1372,8.0,10976.0,1,DELIVERED
PO1091,2025-12-08,89,Ciprofloxacin Eye Drops,336,25.0,8400.0,2,DELIVERED
PO1091,2025-12-08,57,Lactulose Syrup,175,85.0,14875.0,2,DELIVERED
PO1091,2025-12-08,40,Aceclofenac 100mg,1470,5.0,7350.0,3,DELIVERED
PO1091,2025-12-08,1,Metformin 500mg,4480,1.5,6720.0,5,DELIVERED
PO1091,2025-12-08,28,Metronidazole 400mg,2800,3.0,8400.0,1,DELIVERED
PO1091,2025-12-08,8,Pioglitazone 15mg,560,8.0,4480.0,5,DELIVERED
PO1092,2025-12-15,79,Zinc Sulfate 20mg,1064,2.0,2128.0,1,DELIVERED
PO1092,2025-12-15,22,Cilnidipine 10mg,1232,12.0,14784.0,3,DELIVERED
PO1092,2025-12-15,4,Glimepiride 2mg,875,4.0,3500.0,1,DELIVERED
PO1092,2025-12-15,54,Sucralfate 1g,560,6.0,3360.0,1,DELIVERED
PO1092,2025-12-15,28,Metronidazole 400mg,1400,3.0,4200.0,4,DELIVERED
PO1092,2025-12-15,34,Clindamycin 300mg,840,22.0,18480.0,2,DELIVERED
PO1092,2025-12-15,15,Telmisartan 40mg,1596,6.0,9576.0,1,DELIVERED
PO1092,2025-12-15,49,Domperidone 10mg,1400,2.5,3500.0,4,DELIVERED
PO1092,2025-12-15,45,Etoricoxib 90mg,630,15.0,9450.0,2,DELIVERED
PO1092,2025-12-15,17,Metoprolol 50mg,1120,4.5,5040.0,5,DELIVERED
PO1092,2025-12-15,59,Salbutamol Inhaler,84,120.0,10080.0,1,DELIVERED
PO1092,2025-12-15,51,ORS Powder,2800,5.0,14000.0,4,DELIVERED
PO1092,2025-12-15,12,Amlodipine 10mg,840,3.5,2940.0,2,DELIVERED
PO1092,2025-12-15,71,Vitamin B Complex,1820,1.5,2730.0,5,DELIVERED
PO1092,2025-12-15,73,Vitamin D3 60000IU,840,30.0,25200.0,1,DELIVERED
PO1093,2025-12-22,40,Aceclofenac 100mg,1260,5.0,6300.0,3,DELIVERED
PO1093,2025-12-22,1,Metformin 500mg,2240,1.5,3360.0,5,DELIVERED
PO1093,2025-12-22,10,Gliclazide 80mg,1568,5.0,7840.0,1,DELIVERED
PO1093,2025-12-22,97,Escitalopram 10mg,882,8.0,7056.0,2,DELIVERED
PO1093,2025-12-22,36,Paracetamol 500mg,6300,0.5,3150.0,2,DELIVERED
PO1093,2025-12-22,50,Ondansetron 4mg,875,8.0,7000.0,2,DELIVERED
PO1093,2025-12-22,79,Zinc Sulfate 20mg,1596,2.0,3192.0,1,DELIVERED
PO1093,2025-12-22,11,Amlodipine 5mg,1540,2.5,3850.0,4,DELIVERED
PO1093,2025-12-22,91,Artificial Tears,280,50.0,14000.0,4,DELIVERED
PO1093,2025-12-22,31,Cephalexin 500mg,875,10.0,8750.0,3,DELIVERED
PO1093,2025-12-22,52,Loperamide 2mg,840,3.0,2520.0,1,DELIVERED
PO1093,2025-12-22,5,Insulin Human 40IU,84,85.0,7140.0,5,DELIVERED
PO1093,2025-12-22,60,Budesonide Inhaler,84,250.0,21000.0,4,DELIVERED
PO1093,2025-12-22,64,Chlorpheniramine 4mg,1120,1.0,1120.0,4,DELIVERED
PO1093,2025-12-22,19,Hydrochlorothiazide 25mg,1400,2.0,2800.0,1,DELIVERED
PO1093,2025-12-22,63,Levocetirizine 5mg,1764,3.0,5292.0,1,DELIVERED
PO1093,2025-12-22,21,Spironolactone 25mg,630,8.0,5040.0,1,DELIVERED
PO1093,2025-12-22,81,Fluconazole 150mg,420,15.0,6300.0,2,DELIVERED
PO1093,2025-12-22,96,Alprazolam 0.5mg,525,5.0,2625.0,1,DELIVERED
PO1094,2026-01-01,51,ORS Powder,2800,5.0,14000.0,4,DELIVERED
PO1094,2026-01-01,57,Lactulose Syrup,175,85.0,14875.0,5,DELIVERED
PO1094,2026-01-01,26,Cefixime 200mg,1260,15.0,18900.0,4,DELIVERED
PO1094,2026-01-01,8,Pioglitazone 15mg,840,8.0,6720.0,2,DELIVERED
PO1094,2026-01-01,76,Folic Acid 5mg,1750,1.0,1750.0,5,DELIVERED
PO1094,2026-01-01,20,Furosemide 40mg,700,3.5,2450.0,5,DELIVERED
PO1094,2026-01-01,38,Ibuprofen 400mg,2520,2.0,5040.0,5,DELIVERED
PO1094,2026-01-01,1,Metformin 500mg,2240,1.5,3360.0,1,DELIVERED
PO1094,2026-01-01,62,Cetirizine 10mg,1400,2.0,2800.0,5,DELIVERED
PO1094,2026-01-01,40,Aceclofenac 100mg,1260,5.0,6300.0,1,DELIVERED
PO1094,2026-01-01,12,Amlodipine 10mg,1470,3.5,5145.0,2,DELIVERED
PO1094,2026-01-01,82,Clotrimazole Cream,490,35.0,17150.0,4,DELIVERED
PO1094,2026-01-01,44,Mefenamic Acid 500mg,924,4.0,3696.0,1,DELIVERED
PO1094,2026-01-01,73,Vitamin D3 60000IU,420,30.0,12600.0,3,DELIVERED
PO1094,2026-01-01,81,Fluconazole 150mg,588,15.0,8820.0,5,DELIVERED
PO1094,2026-01-01,88,Ketoconazole Shampoo,140,120.0,16800.0,1,DELIVERED
PO1094,2026-01-01,54,Sucralfate 1g,840,6.0,5040.0,4,DELIVERED
PO1094,2026-01-01,31,Cephalexin 500mg,1050,10.0,10500.0,1,DELIVERED
PO1094,2026-01-01,7,Sitagliptin 100mg,420,25.0,10500.0,2,DELIVERED
PO1095,2026-01-08,33,Co-trimoxazole DS,2240,4.0,8960.0,1,DELIVERED
PO1095,2026-01-08,99,Clonazepam 0.5mg,420,6.0,2520.0,2,DELIVERED
PO1095,2026-01-08,82,Clotrimazole Cream,350,35.0,12250.0,1,DELIVERED
PO1095,2026-01-08,48,Ranitidine 150mg,1260,2.0,2520.0,4,DELIVERED
PO1095,2026-01-08,47,Pantoprazole 40mg,2520,5.0,12600.0,1,DELIVERED
PO1095,2026-01-08,66,Ambroxol Syrup,560,50.0,28000.0,5,DELIVERED
PO1095,2026-01-08,92,Chloramphenicol Ear Drops,280,30.0,8400.0,5,DELIVERED
PO1095,2026-01-08,87,Silver Sulfadiazine,140,55.0,7700.0,4,DELIVERED
PO1095,2026-01-08,93,Ofloxacin Ear Drops,140,40.0,5600.0,5,DELIVERED
PO1095,2026-01-08,38,Ibuprofen 400mg,1680,2.0,3360.0,4,DELIVERED
PO1095,2026-01-08,50,Ondansetron 4mg,1050,8.0,8400.0,1,DELIVERED
PO1095,2026-01-08,96,Alprazolam 0.5mg,735,5.0,3675.0,3,DELIVERED
PO1095,2026-01-08,37,Paracetamol 650mg,2800,0.8,2240.0,5,DELIVERED
PO1095,2026-01-08,83,Betamethasone Cream,420,40.0,16800.0,4,DELIVERED
PO1095,2026-01-08,21,Spironolactone 25mg,735,8.0,5880.0,4,DELIVERED
PO1095,2026-01-08,8,Pioglitazone 15mg,840,8.0,6720.0,1,DELIVERED
PO1095,2026-01-08,13,Enalapril 5mg,1470,4.0,5880.0,4,DELIVERED
PO1095,2026-01-08,65,Dextromethorphan Syrup,224,45.0,10080.0,4,DELIVERED
PO1095,2026-01-08,14,Losartan 50mg,1470,5.0,7350.0,2,DELIVERED
PO1096,2026-01-15,82,Clotrimazole Cream,420,35.0,14700.0,5,DELIVERED
PO1096,2026-01-15,66,Ambroxol Syrup,490,50.0,24500.0,1,DELIVERED
PO1096,2026-01-15,81,Fluconazole 150mg,336,15.0,5040.0,2,DELIVERED
PO1096,2026-01-15,37,Paracetamol 650mg,4900,0.8,3920.0,3,DELIVERED
PO1096,2026-01-15,26,Cefixime 200mg,1050,15.0,15750.0,3,DELIVERED
PO1096,2026-01-15,94,Timolol Eye Drops,196,55.0,10780.0,4,DELIVERED
PO1096,2026-01-15,78,Vitamin E 400IU,924,5.0,4620.0,1,DELIVERED
PO1096,2026-01-15,87,Silver Sulfadiazine,210,55.0,11550.0,3,DELIVERED
PO1096,2026-01-15,56,Esomeprazole 40mg,980,10.0,9800.0,4,DELIVERED
PO1096,2026-01-15,45,Etoricoxib 90mg,504,15.0,7560.0,5,DELIVERED
PO1096,2026-01-15,55,Rabeprazole 20mg,1568,7.0,10976.0,3,DELIVERED
PO1096,2026-01-15,69,Fluticasone Nasal Spray,126,150.0,18900.0,2,DELIVERED
PO1096,2026-01-15,96,Alprazolam 0.5mg,420,5.0,2100.0,3,DELIVERED
PO1096,2026-01-15,72,Vitamin C 500mg,2100,2.0,4200.0,5,DELIVERED
PO1096,2026-01-15,98,Amitriptyline 25mg,924,3.0,2772.0,3,DELIVERED
PO1096,2026-01-15,64,Chlorpheniramine 4mg,1120,1.0,1120.0,5,DELIVERED
PO1096,2026-01-15,22,Cilnidipine 10mg,616,12.0,7392.0,1,DELIVERED
PO1096,2026-01-15,2,Metformin 850mg,1400,2.0,2800.0,5,DELIVERED
PO1096,2026-01-15,19,Hydrochlorothiazide 25mg,1120,2.0,2240.0,4,DELIVERED
PO1096,2026-01-15,1,Metformin 500mg,4480,1.5,6720.0,3,DELIVERED
